documento|nome|contrato|ValorContrato|ContratoPlano|ValorParcela|DataVencimento
19115998878|Benjamin Ramos|CX-80848833541639700737989203907320404831|73287|17|4311|2018-05-03
98232788670722|Alice Souza|CX-10499888253635206210160901141644386732|4682|1|4682|2018-03-06
88017890923|Gabriel Mendes|CX-33433772568193978110185900496473540031|28512|11|2592|2018-04-14
65174449790090|Nina Cunha|CX-210464574441824043586653605930156225247|79548|12|6629|2018-11-17
10297309978|André Barbosa|CX-72324650295101141048761358759466589945|22659|7|3237|2018-10-17
31787680853056|Benício Martins|CX-311773295683968464760625834573727002545|669|3|223|2018-08-18
68894091597|Joana Silveira|CX-164895413079779214067432404770408739363|52689|21|2509|2018-08-01
66423955654|Mirella Rezende|CX-42238054345646923812661994331940819009|26940|15|1796|2018-08-20
23565649553596|Giovanna Duarte|CX-319637171441298365875730501512656775620|7310|1|7310|2018-06-25
84465138032|Maria Julia Oliveira|CX-186936337072980533751270623617598902134|131955|15|8797|2018-09-02
39071275009299|Dra. Elisa Campos|CX-130871273448119500344447675555104095552|150282|18|8349|2018-11-07
78583134367|Ana Vitória Pereira|CX-311168083420962405479007008875634801463|16239|3|5413|2018-05-02
09293976587590|João Pedro Correia|CX-150843599359174315123197170145223818195|6900|23|300|2018-06-01
95049353203|Sr. Davi Lucas Aragão|CX-316348798415697920910484040951866677967|2339|1|2339|2018-07-11
55573455374780|Sra. Fernanda Rodrigues|CX-152158542773959949400863358245562473039|180766|19|9514|2018-05-05
79398484536|Bryan Almeida|CX-181928465968913223863299746146899980282|105183|13|8091|2018-01-14
63145350246750|Luiz Felipe Fogaça|CX-3947920727919514768660315572250558134|113322|22|5151|2018-03-20
44415380101398|Ana Júlia da Rosa|CX-234341391233280044469334240111168593345|11127|3|3709|2018-11-22
83309606090|Renan Pinto|CX-159248019424981037516895894383965558797|31320|15|2088|2018-01-02
33382947994118|Thomas Caldeira|CX-170182941126946274168697820898545829554|30860|5|6172|2018-11-22
15362239106769|Raul Monteiro|CX-84519523876655631371292601320917963226|196920|20|9846|2018-01-12
10635017415|Antônio da Luz|CX-315537051755120880272715845716156172908|77136|8|9642|2018-06-20
86388804148548|Isabelly Pires|CX-81057483311722279500698046644140753010|128640|24|5360|2018-08-16
44335913516|Sra. Sophie Ramos|CX-508285925068554854185375018874049899|85221|9|9469|2018-08-05
34424474217670|Maria Fernanda da Conceição|CX-106602714830094490537139154933546332502|15444|22|702|2018-07-02
45148586993319|Lucca Teixeira|CX-151109587289014600853257778908757481835|107185|17|6305|2018-05-04
94127667559060|Isabella Rezende|CX-324169665578388189008226328190281774754|58905|7|8415|2018-12-01
86969604080|Srta. Clarice Ramos|CX-169441673610702779783762666466847743168|58440|20|2922|2018-03-07
90746009633174|Leandro Gonçalves|CX-121401675527215779629483352210823312265|45856|8|5732|2018-02-06
62285161590|Brenda Viana|CX-207350961405690525283930710139279961004|76164|11|6924|2018-12-09
95782686022|Luiz Gustavo Moreira|CX-219435132869335909159425253485153811248|11325|15|755|2018-06-16
54405949140|Ana Clara Lopes|CX-236430537312497636068381614213651168198|13224|12|1102|2018-02-08
99479477424|Guilherme Moraes|CX-159882566216647220637526111725073740060|170798|23|7426|2018-04-21
99344583064|Sr. Vitor Gabriel Mendes|CX-80772071755526211225474796458480152985|210600|24|8775|2018-08-20
04211539388|Enzo Gabriel Aragão|CX-261190446175347141635222365269386378890|86887|17|5111|2018-06-02
99364595467640|Sra. Ana Lívia da Conceição|CX-291427362726427008740133220361711561189|18546|2|9273|2018-06-18
10930164180|Dra. Ana Beatriz Fogaça|CX-329807653563107849001769959424663254942|24860|11|2260|2018-12-09
52923894366335|Maria Julia Ramos|CX-317849658535552857190828173577541992496|2232|3|744|2018-12-14
92590572852273|Esther Barbosa|CX-306993394774674028117496617871864381928|227976|24|9499|2018-02-19
47719675649511|Manuela Barbosa|CX-43127405657247946906516303627531850101|126384|24|5266|2018-07-21
39469220899245|Luigi Almeida|CX-117904077265417174567759506288892499086|4196|4|1049|2018-11-07
87205624703|Luigi Oliveira|CX-151664126616456295974341930309600289949|47728|19|2512|2018-08-24
36018595303|Enrico da Mota|CX-200560488440659626465733484851033453000|183810|22|8355|2018-09-15
53712691181|Levi da Conceição|CX-16869196599330021159958654566912234312|42119|11|3829|2018-07-21
78517108809|Maria Vitória da Luz|CX-53212094464961329046957317188269496746|108745|13|8365|2018-07-22
01764005759|Pedro Henrique Campos|CX-199178243814516779851032551546464899242|13610|10|1361|2018-02-11
36867488719010|Dra. Emanuelly Souza|CX-225773043730128634019140366345276308352|5682|6|947|2018-11-14
85040932775708|Joana Moreira|CX-28262582532539192531286498686629078847|112707|21|5367|2018-06-21
71011342719150|Sophie Pereira|CX-158400442570979249834357541192049432866|0|0|8127|2018-10-16
12600487098696|Kamilly Teixeira|CX-112404685494048314970535557764090809365|11343|3|3781|2018-07-22
67551836165405|Alexia da Costa|CX-315501354005484490810521415523856512119|19362|21|922|2018-09-01
49445750166722|Dr. Paulo Costela|CX-221208982325989970081171341784019038717|73744|11|6704|2018-03-04
98084516871973|Pedro Miguel Moreira|CX-155711405881977555928034889013963068902|18348|2|9174|2018-11-15
23565835052|Yuri Pires|CX-272576548738712334853402984330190575329|15326|2|7663|2018-01-16
49566708642200|Sra. Maria Barros|CX-15135871336893416337717534849636330580|3357|3|1119|2018-08-22
13238860798|Nicolas Moraes|CX-52906683077183147672362229428346690580|44142|21|2102|2018-12-19
08658091945171|Sra. Giovanna Castro|CX-282893106991579961120868983778687517111|4674|19|246|2018-08-17
06792105779279|Isabel da Cunha|CX-58164859053436659207549671468318087541|37785|5|7557|2018-12-12
23449439420575|Sr. Yago Sales|CX-87440453524160055028261662934403264218|38332|4|9583|2018-03-16
60212746254028|Gabriel da Cunha|CX-153651730424936086662010791874592655057|75207|11|6837|2018-06-20
72424652961296|Eduarda Silva|CX-129047173809520568119412497941013192226|51336|24|2139|2018-05-22
47046993841087|Heitor Lopes|CX-18134280021267619741305476694829049037|50850|6|8475|2018-10-22
82085944857481|Letícia da Conceição|CX-306920290311410069466418073736913047672|42900|10|4290|2018-06-20
31060821627298|Maria Sophia da Cunha|CX-97104904476931299491263075630766650656|11638|22|529|2018-10-01
59836639411|Gabriela Vieira|CX-121363595738875752737780790933684517763|28641|3|9547|2018-01-11
82333990007|Davi Luiz Santos|CX-296162820303689661515255561648278241163|10428|11|948|2018-05-05
09276015833|Ana Beatriz Duarte|CX-311008186267465579643957969352969304309|23457|3|7819|2018-06-20
47472780529|Anthony Almeida|CX-207880923427253099436229395160188089300|140097|17|8241|2018-07-21
39847586349|Vitor Gabriel Campos|CX-195101353280771557369080494619603084868|76860|14|5490|2018-06-14
39366268803|Levi Mendes|CX-140981219862612990684868231177494847715|96970|10|9697|2018-04-08
86268107166373|Maria Julia Pereira|CX-171438681809075038425010711024965518512|137408|19|7232|2018-02-25
56868798851924|Davi Lucas Nascimento|CX-57153702571450893381567034975709172077|143622|18|7979|2018-04-13
39160012137|Maria Alice Correia|CX-61010762927276649663981324736890955927|14540|4|3635|2018-05-17
36732430244796|Diego Cunha|CX-54912039553479537827167863116414004175|21825|3|7275|2018-11-14
76702015531525|Mariane Viana|CX-308515030486032361588006880150090848225|90128|16|5633|2018-08-09
95506373872|Gabrielly da Costa|CX-237794353715301361469716487750304883444|37350|15|2490|2018-09-25
79568099978280|Kamilly Jesus|CX-199447550230792003547027787736637900741|75492|9|8388|2018-11-02
06475137499|Dr. Fernando Fogaça|CX-157030051766095193497900738512820954214|44640|8|5580|2018-06-20
57187885105|Davi Luiz Almeida|CX-302495319995753201654743007947655984695|2992|22|136|2018-06-23
58623523920|João Miguel Rodrigues|CX-9310457268609628249440208935879995365|57096|24|2379|2018-09-25
94356717845335|Laura Rocha|CX-205141179794162660672565652225594122195|17772|3|5924|2018-08-25
11315460570304|Leonardo da Luz|CX-279954536236533130858988444779651547412|115007|19|6053|2018-12-10
43419784031|Evelyn Rezende|CX-300377996554549239737910364012018613184|22821|3|7607|2018-11-16
39076854096100|Agatha Nogueira|CX-50456106065059257595924366850071543428|1120|5|224|2018-09-20
90668762496850|Augusto Silveira|CX-89198102105399969754135765047146989884|155040|16|9690|2018-11-07
18624420024|Vitória Barros|CX-92248236078629747134085231543503435608|4220|5|844|2018-02-05
56492354141|Bryan da Mota|CX-141712906143385463704975847239756582832|63028|14|4502|2018-11-11
99257851840848|Sr. Raul Oliveira|CX-321186489983898755445890442318892965013|111872|19|5888|2018-05-02
11751525449|Gustavo Henrique Alves|CX-306671738114930948242044116876961976513|88470|10|8847|2018-12-19
96893874723|Dra. Mariana Fogaça|CX-14285300822285401067978478643065219717|5715|15|381|2018-06-08
35244684545140|Ana Vitória Carvalho|CX-261770743403192623115051773838142321927|43722|6|7287|2018-05-11
99645179943403|Emanuel da Paz|CX-337257400452765472646617866190793926881|38358|18|2131|2018-10-24
71416382704|Vinicius Sales|CX-245163819719169044866325127342623685548|4632|6|772|2018-05-16
61882410630894|Srta. Maria Eduarda Gomes|CX-167781654240060200370825587473309357153|79401|21|3781|2018-09-03
27861935217525|Miguel Costela|CX-248763766280652413934445914628856209188|12150|18|675|2018-04-08
14482846629204|Dr. Leandro Sales|CX-46120714574191784120513211033092875597|8151|1|8151|2018-05-21
59288554787340|Davi Lucas Cardoso,|CX-306536692800403822555765118266351726178|3896|2|1948|2018-11-05
85783228273|Dr. Enrico Martins|CX-305173378589515266427429140224332799553|6312|8|789|2018-07-03
11493008679008|Antônio Cunha|CX-37380956585152173816883146584498418762|12600|5|2520|2018-05-03
19848346559544|Enzo Gabriel Melo|CX-191781373714669300785539615526238037484|120708|18|6706|2018-08-13
47293355363142|Thomas Ramos|CX-106839994932248042353751275541311363167|119052|18|6614|2018-11-10
63812773864|Dra. Ana Clara Barbosa|CX-293025869185322340291607906586695291649|8424|12|702|2018-06-14
74131097570206|Luiz Otávio Rezende|CX-177168277052973688746676614169981620013|67276|11|6116|2018-11-12
37999633321|Laura Silva|CX-191717512136396892989056339359565817062|61166|7|8738|2018-04-16
16520162280|Gabriel Freitas|CX-331099501592839701037469798327270372831|62720|14|4480|2018-08-04
14834467182584|João Gabriel Almeida|CX-26304788067009253134523546485984693552|5882|2|2941|2018-07-14
51690400757|Antônio da Costa|CX-249035297795298030085875144537116574656|29928|8|3741|2018-05-17
80288383168|Sr. Cauê Oliveira|CX-7339697727169663947226437244431613003|92616|24|3859|2018-12-09
38493861161214|Dr. Antônio das Neves|CX-251342745727948466759586154842654709704|0|0|3786|2018-08-22
26700600057|Eduarda Novaes|CX-5881485806437983775384903404967219100|51714|9|5746|2018-03-05
66650274224|Agatha Carvalho|CX-310825855276131634063849291666624809233|179515|23|7805|2018-11-13
93375923361047|Sr. Alexandre Alves|CX-198758494210718179151415785707065540363|60605|23|2635|2018-04-16
14120639708347|Lucas Nogueira|CX-38162830629854222930994801012929958763|20160|3|6720|2018-03-02
02961637704495|Dr. João Gabriel Azevedo|CX-88685429644416997430004422243455763946|14120|2|7060|2018-01-06
23785710547616|Kaique Castro|CX-14587807124739316287267645239497978616|49785|5|9957|2018-05-25
55309218953065|Sabrina Rocha|CX-176461310465086551301581319133711793178|127932|21|6092|2018-04-07
53948265100|Srta. Luiza Teixeira|CX-264194143600951108901371998084064699633|76967|11|6997|2018-07-13
61928168248|Fernanda Caldeira|CX-110017959142899135962678303477741728187|20133|9|2237|2018-08-02
55368291493|Nina Viana|CX-261509935709173822488746437222598065309|58162|13|4474|2018-10-13
80254179677479|Nathan Pereira|CX-126616584323949080823624080575289235061|81594|9|9066|2018-11-01
17121331260419|Sra. Ana Clara Cunha|CX-53442554625991487643967616852707171385|0|0|7803|2018-09-23
90899227255284|Bianca Pires|CX-334067179014034827525602257106439413546|153612|18|8534|2018-05-21
52158490055|Thiago Pinto|CX-174545555628815608146935906252177557256|189658|23|8246|2018-09-15
34260362585|Maria Fernanda Viana|CX-334318988411021439540389510391424485825|88640|10|8864|2018-10-11
76022099668|Lucas Silveira|CX-245901156075846358727739578594972399450|110103|21|5243|2018-06-08
84190999709|Natália Moura|CX-85371483749439574352325879941005990316|9405|3|3135|2018-04-16
